County;Site;parnr;Lupin;Ach.mil.;Ach.pta.;Aeg.pod.;Aet.cyn.;Alc.vul.;Ane.nem.;Ang.syl.;Ant.syl.;Ant.vul.;Arg.ans.;Ath.fil.;Bun.ori.;Cal.vul.;Cam.pat.;Cam.per.;Cam.rot.;Car.fla.;Car.fla.;Car.lep.;Car.pal.;Cen.jac.;Cer.fon.;Cha.ang.;Cir.arv.;Cir.het.;Cir.pal.;Con.maj.;Cot.tin.;Dau.car.s.ca.;Dia.del.;Equ.;Equ.arv.;Equ.syl.;Eri.acr.;Eup.nem.;Fil.ulm.;Fra.ves.;Gal.bor.;Gal.uli.;Gal.ver.;Gal.mol.;Ger.syl.;Geu.riv.;Geu.urb.;Gle.seg.;Hie.sec.B.;Hie.sec.H.ag.;Hie.sec.T.;Hie.sec.V.;Hie.umb.;Hyp.mac.;Hyp.per.;Jun.con.;Jun.eff.;Kna.arv.;Lap.com.;Lat.lin.;Lat.pra.;Leu.vul.;Lin.vul.;Lot.cor.;Lup.pol.;Luz.mul.;Luz.pal.;Luz.pil.;Lyc.flo.;Mai.bif.;Mel.syl.;Moe.tri.;Myo.arv.;Myo.sco.;Noc.cae.;Par.qua.;Pil.cym.;Pil.off.;Pim.sax.;Pla.lan.;Pla.maj.;Pot.arg.;Pot.ere.;Pot.rep.;Pri.ver.;Pru.vul.;Ran.acr.s.ac.;Ran.rep.;Rhi.min.;Rub.arc.;Rub.fru.;Rub.ida.;Rub.sax.;Rum.ace.;Rum.ace.;Rum.lon.;Sag.pro.;Sag.rev.;Scl.per.;Sco.aut.;Sil.vul.;Sol.can.;Sol.vir.;Son.ole.;Sta.pal.;Ste.gra.;Ste.lon.;Suc.pra.;Tar.;Tra.pra.;Tri.aur.;Tri.hyb.;Tri.med.;Tri.pra.;Tri.rep.;Tri.spa.;Tri.ino.;Tus.far.;Urt.dio.;Vac.myr.;Vac.uli.;Vac.vit.;Ver.nig.;Ver.arv.;Ver.bec.;Ver.cha.;Ver.off.;Vic.cra.;Vic.sep.;Vic.tet.;Vio.can.;Vio.riv.
Uppsala;Österunda2;1;No;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;8;0;4;0;0;0;0;0;0;0;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;1;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;9;1;0;3;0;8;0;0;0;0;0;0;7;3;0;0;4;0;0;0;0
Uppsala;Österunda2;1;Yes;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;2;4;0;0;6;0;5;0;0;0;0;0;0;0;7;14;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;2;0;4;0;7;0;0;0;0;0;0;5;3;0;0;6;0;0;0;0
Värmland;Bergsviken/Älvsbacka;1;No;0;0;3;0;3;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Värmland;Bergsviken/Älvsbacka;1;Yes;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Värmland;Flugbohöjden/Ettala;1;No;7;0;0;0;5;0;0;0;0;4;0;0;5;0;5;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;15;12;0;2;0;10;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;4;9;4;5;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Värmland;Flugbohöjden/Ettala;1;Yes;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Värmland;Gersbysäter/Gersby;1;No;4;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;13;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;2
Värmland;Gersbysäter/Gersby;1;Yes;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;13;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Värmland;Häggstöd/Nyeds-Backa;2;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;8;0;0;4;1;0;0;0;0;0;0;0;9;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0
Värmland;Häggstöd/Nyeds-Backa;2;Yes;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
Värmland;Jonsbol;1;No;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;12;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;4;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
Värmland;Jonsbol;1;Yes;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;2;0;2;15;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Värmland;Manhem/Asphyttan;2;No;7;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;2;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;16;0;0;0;0;0;1;0;0;0;2
Värmland;Manhem/Asphyttan;2;Yes;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;1;0;0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;3;0;0;0;0
Värmland;Nordsjö;1;No;11;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;3;0;2;0;0;0;0;0;0;0;0;3;1;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;3;0;0;0;0
Värmland;Nordsjö;1;Yes;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Värmland;Nykroppa Herrhult;1;No;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;7;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0
Värmland;Nykroppa Herrhult;1;Yes;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Värmland;Rämmen-Haget;1;No;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;8;0;0;1;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;5;0
Värmland;Rämmen-Haget;1;Yes;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Värmland;Snavlunda äng;1;No;3;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;6;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;5;0;1;2;0;8;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
Värmland;Snavlunda äng;1;Yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Värmland;Stavkärr/Svinnersta;3;No;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;16;0;0;0;0;0;6;0;0;0;14;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;7;0;0;0;0
Värmland;Stavkärr/Svinnersta;3;Yes;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;3;0;0;0;0;14;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Värmland;Torsked;1;No;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Värmland;Torsked;1;Yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
