County;Site;parnr;Lupin;Species;Veghgt.avg;Litt.avg;Light;Moisture;pH;Nitrogen;Family;Sp.length;Management.dependent;Occurrences
Uppsala;Ransta;1;No;Lathyrus pratensis;14,375;1,4;6;5;5;5;Fabaceae;60;1;12
Uppsala;Ransta;1;No;Ranunculus acris subsp. acris;14,375;1,4;5;5;4;7;Ranunculaceae;45;1;4
Uppsala;Ransta;1;No;Rumex longifolius;14,375;1,4;6;4;4;7;Polygonaceae;90;-1;1
Uppsala;Ransta;1;No;Stachys palustris;14,375;1,4;7;6;5;7;Lamiaceae;65;0;10
Uppsala;Ransta;1;No;Taraxacum;14,375;1,4;NA;NA;NA;NA;Asteraceae;NA;1;2
Uppsala;Ransta;1;No;Trifolium medium;14,375;1,4;5;3;5;3;Fabaceae;27,5;1;10
Uppsala;Ransta;1;No;Veronica chamaedrys;14,375;1,4;4;4;5;5;Plantaginaceae;20;1;13
Uppsala;Ransta;1;Yes;Achillea millefolium;51,25;2;6;2;5;5;Asteraceae;45;1;14
Uppsala;Ransta;1;Yes;Anthriscus sylvestris;51,25;2;5;5;6;7;Apiaceae;100;-1;2
Uppsala;Ransta;1;Yes;Cirsium arvense;51,25;2;6;5;5;7;Asteraceae;95;-1;6
Uppsala;Ransta;1;Yes;Equisetum arvense;51,25;2;5;4;6;5;Equisetaceae;30;0;3
Uppsala;Ransta;1;Yes;Galium boreale;51,25;2;5;5;7;4;Rubiaceae;45;1;1
Uppsala;Ransta;1;Yes;Geum urbanum;51,25;2;3;4;6;7;Rosaceae;50;0;1
Uppsala;Ransta;1;Yes;Hieracium sect. Tridentata;51,25;2;6;3;3;4;Asteraceae;70;0;5
Uppsala;Ransta;1;Yes;Lathyrus pratensis;51,25;2;6;5;5;5;Fabaceae;60;1;2
Uppsala;Ransta;1;Yes;Lupinus polyphyllus;51,25;2;5;3;2;2;Fabaceae;85;-1;16
Uppsala;Ransta;1;Yes;Taraxacum;51,25;2;NA;NA;NA;NA;Asteraceae;NA;1;4
Uppsala;Ransta;1;Yes;Vicia sepium;51,25;2;3;4;6;4;Fabaceae;45;1;1
Uppsala;Ransta;1;Yes;Viola riviniana;51,25;2;3;5;5;4;Violaceae;15;0;2
Uppsala;Runhällen;2;No;Achillea millefolium;4,375;0,4;6;2;5;5;Asteraceae;45;1;11
Uppsala;Runhällen;2;No;Aegopodium podagraria;4,375;0,4;3;5;6;5;Apiaceae;65;-1;2
Uppsala;Runhällen;2;No;Carex panicea;4,375;0,4;4;6;6;4;Cyperaceae;32,5;2;2
Uppsala;Runhällen;2;No;Fragaria vesca;4,375;0,4;4;4;5;4;Rosaceae;12,5;0;16
Uppsala;Runhällen;2;No;Galium boreale;4,375;0,4;5;5;7;4;Rubiaceae;45;1;7
Uppsala;Runhällen;2;No;Gallium mollugo;4,375;0,4;5;3;5;5;Rubiaceae;65;0;4
Uppsala;Runhällen;2;No;Hieracium umbellatum;4,375;0,4;6;3;4;4;Asteraceae;52,5;0;12
Uppsala;Runhällen;2;No;Lathyrus linifolius;4,375;0,4;4;3;3;3;Fabaceae;25;1;1
Uppsala;Runhällen;2;No;Leucanthemum vulgare;4,375;0,4;6;3;6;4;Asteraceae;45;1;1
Uppsala;Runhällen;2;No;Lupinus polyphyllus;4,375;0,4;5;3;2;2;Fabaceae;85;-1;5
Uppsala;Runhällen;2;No;Luzula pilosa;4,375;0,4;3;4;2;4;Juncaceae;17,5;0;5
Uppsala;Runhällen;2;No;Pilosella cymosa;4,375;0,4;7;2;6;5;Asteraceae;60;0;1
Uppsala;Runhällen;2;No;Polygala vulgaris;4,375;0,4;5;3;5;3;Polygalaceae;175;2;2
Uppsala;Runhällen;2;No;Ranunculus acris subsp. acris;4,375;0,4;5;5;4;7;Ranunculaceae;45;1;7
Uppsala;Runhällen;2;No;Rumex acetosa;4,375;0,4;6;5;5;6;Polygonaceae;60;1;8
Uppsala;Runhällen;2;No;Vaccinium vitis-idaea;4,375;0,4;5;4;2;1;Ericaceae;17,5;-1;4
Uppsala;Runhällen;2;No;Vicia cracca;4,375;0,4;5;5;6;3;Fabaceae;60;1;8
Uppsala;Runhällen;2;No;Vicia sepium;4,375;0,4;3;4;6;4;Fabaceae;45;1;7
Uppsala;Runhällen;2;No;Viola canina;4,375;0,4;5;4;3;2;Violaceae;12,5;0;10
Uppsala;Runhällen;2;Yes;Achillea millefolium;40;0,4;6;2;5;5;Asteraceae;45;1;13
Uppsala;Runhällen;2;Yes;Fragaria vesca;40;0,4;4;4;5;4;Rosaceae;12,5;0;15
Uppsala;Runhällen;2;Yes;Hieracium umbellatum;40;0,4;6;3;4;4;Asteraceae;52,5;0;4
Uppsala;Runhällen;2;Yes;Lathyrus linifolius;40;0,4;4;3;3;3;Fabaceae;25;1;6
Uppsala;Runhällen;2;Yes;Lupinus polyphyllus;40;0,4;5;3;2;2;Fabaceae;85;-1;16
Uppsala;Runhällen;2;Yes;Myosotis arvensis;40;0,4;5;5;6;6;Boraginaceae;25;1;1
Uppsala;Runhällen;2;Yes;Pilosella cymosa;40;0,4;7;2;6;5;Asteraceae;60;0;4
Uppsala;Runhällen;2;Yes;Ranunculus acris subsp. acris;40;0,4;5;5;4;7;Ranunculaceae;45;1;3
Uppsala;Runhällen;2;Yes;Rubus idaeus;40;0,4;5;5;3;6;Rosaceae;125;-1;1
Uppsala;Runhällen;2;Yes;Rumex acetosa;40;0,4;6;5;5;6;Polygonaceae;60;1;1
Uppsala;Runhällen;2;Yes;Taraxacum;40;0,4;NA;NA;NA;NA;Asteraceae;NA;1;5
Uppsala;Runhällen;2;Yes;Vaccinium vitis-idaea;40;0,4;5;4;2;1;Ericaceae;17,5;-1;7
Uppsala;Runhällen;2;Yes;Vicia sepium;40;0,4;3;4;6;4;Fabaceae;45;1;4
Uppsala;Runhällen;2;Yes;Viola canina;40;0,4;5;4;3;2;Violaceae;12,5;0;1
Uppsala;Rödmossa;1;No;Achillea millefolium;6,875;2,2;6;2;5;5;Asteraceae;45;1;1
Uppsala;Rödmossa;1;No;Anthyllis vulneraria;6,875;2,2;7;3;7;3;Fabaceae;32,5;0;4
Uppsala;Rödmossa;1;No;Cerastium fontanum;6,875;2,2;5;6;6;5;Caryophyllaceae;20;1;2
Uppsala;Rödmossa;1;No;Cirsium arvense;6,875;2,2;6;5;5;7;Asteraceae;95;-1;9
Uppsala;Rödmossa;1;No;Equisetum arvense;6,875;2,2;5;4;6;5;Equisetaceae;30;0;12
Uppsala;Rödmossa;1;No;Equisetum sylvaticum;6,875;2,2;4;5;2;3;Equisetaceae;40;-1;6
Uppsala;Rödmossa;1;No;Galium boreale;6,875;2,2;5;5;7;4;Rubiaceae;45;1;1
Uppsala;Rödmossa;1;No;Gallium mollugo;6,875;2,2;5;3;5;5;Rubiaceae;65;0;11
Uppsala;Rödmossa;1;No;Lathyrus pratensis;6,875;2,2;6;5;5;5;Fabaceae;60;1;3
Uppsala;Rödmossa;1;No;Leucanthemum vulgare;6,875;2,2;6;3;6;4;Asteraceae;45;1;3
Uppsala;Rödmossa;1;No;Luzula multiflora;6,875;2,2;5;3;4;4;Juncaceae;30;2;1
Uppsala;Rödmossa;1;No;Plantago major;6,875;2,2;5;4;5;5;Plantaginaceae;30;1;2
Uppsala;Rödmossa;1;No;Ranunculus acris subsp. acris;6,875;2,2;5;5;4;7;Ranunculaceae;45;1;6
Uppsala;Rödmossa;1;No;Rumex acetosa;6,875;2,2;6;5;5;6;Polygonaceae;60;1;2
Uppsala;Rödmossa;1;No;Stellaria graminea;6,875;2,2;5;4;5;4;Caryophyllaceae;20;1;1
Uppsala;Rödmossa;1;No;Taraxacum;6,875;2,2;NA;NA;NA;NA;Asteraceae;NA;1;10
Uppsala;Rödmossa;1;No;Trifolium hybridum;6,875;2,2;6;4;6;4;Fabaceae;35;1;16
Uppsala;Rödmossa;1;No;Tripleurospermum inodorum;6,875;2,2;6;5;7;8;Asteraceae;50;0;2
Uppsala;Rödmossa;1;No;Vicia cracca;6,875;2,2;5;5;6;3;Fabaceae;60;1;1
Uppsala;Rödmossa;1;Yes;Achillea millefolium;63,75;3,6;6;2;5;5;Asteraceae;45;1;9
Uppsala;Rödmossa;1;Yes;Cirsium arvense;63,75;3,6;6;5;5;7;Asteraceae;95;-1;9
Uppsala;Rödmossa;1;Yes;Equisetum;63,75;3,6;NA;NA;NA;NA;Equisetaceae;NA;0;1
Uppsala;Rödmossa;1;Yes;Equisetum sylvaticum;63,75;3,6;4;5;2;3;Equisetaceae;40;-1;10
Uppsala;Rödmossa;1;Yes;Gallium mollugo;63,75;3,6;5;3;5;5;Rubiaceae;65;0;13
Uppsala;Rödmossa;1;Yes;Lathyrus pratensis;63,75;3,6;6;5;5;5;Fabaceae;60;1;1
Uppsala;Rödmossa;1;Yes;Leucanthemum vulgare;63,75;3,6;6;3;6;4;Asteraceae;45;1;2
Uppsala;Rödmossa;1;Yes;Lupinus polyphyllus;63,75;3,6;5;3;2;2;Fabaceae;85;-1;16
Uppsala;Rödmossa;1;Yes;Plantago major;63,75;3,6;5;4;5;5;Plantaginaceae;30;1;4
Uppsala;Rödmossa;1;Yes;Ranunculus acris subsp. acris;63,75;3,6;5;5;4;7;Ranunculaceae;45;1;4
Uppsala;Rödmossa;1;Yes;Sonchus oleraceus;63,75;3,6;6;4;7;8;Asteraceae;65;0;1
Uppsala;Rödmossa;1;Yes;Taraxacum;63,75;3,6;NA;NA;NA;NA;Asteraceae;NA;1;15
Uppsala;Rödmossa;1;Yes;Trifolium hybridum;63,75;3,6;6;4;6;4;Fabaceae;35;1;9
Uppsala;Rödmossa;1;Yes;Trifolium medium;63,75;3,6;5;3;5;3;Fabaceae;27,5;1;15
Uppsala;Rödmossa;1;Yes;Tripleurospermum inodorum;63,75;3,6;6;5;7;8;Asteraceae;50;0;9
Uppsala;Söderfors;1;No;Anthriscus sylvestris;9,375;1;5;5;6;7;Apiaceae;100;-1;1
Uppsala;Söderfors;1;No;Campanula patula;9,375;1;6;3;4;4;Campanulaceae;45;1;2
Uppsala;Söderfors;1;No;Carex digitata;9,375;1;3;3;6;3;Cyperaceae;20;0;3
Uppsala;Söderfors;1;No;Ficaria verna;9,375;1;3;6;7;7;Ranunculaceae;15;1;2
Uppsala;Söderfors;1;No;Fragaria vesca;9,375;1;4;4;5;4;Rosaceae;12,5;0;16
Uppsala;Söderfors;1;No;Hieracium sect. Vulgata;9,375;1;4;4;4;4;Asteraceae;60;0;15
Uppsala;Söderfors;1;No;Leucanthemum vulgare;9,375;1;6;3;6;4;Asteraceae;45;1;5
Uppsala;Söderfors;1;No;Luzula pilosa;9,375;1;3;4;2;4;Juncaceae;17,5;0;2
Uppsala;Söderfors;1;No;Noccaea caerulescens;9,375;1;5;2;4;3;Brassicaceae;22,5;2;3
Uppsala;Söderfors;1;No;Ranunculus acris subsp. acris;9,375;1;5;5;4;7;Ranunculaceae;45;1;16
Uppsala;Söderfors;1;No;Taraxacum;9,375;1;NA;NA;NA;NA;Asteraceae;NA;1;8
Uppsala;Söderfors;1;No;Trifolium medium;9,375;1;5;3;5;3;Fabaceae;27,5;1;3
Uppsala;Söderfors;1;No;Tussilago farfara;9,375;1;5;6;6;5;Asteraceae;12,5;0;4
Uppsala;Söderfors;1;No;Veronica chamaedrys;9,375;1;4;4;5;5;Plantaginaceae;20;1;2
Uppsala;Söderfors;1;No;Veronica officinalis;9,375;1;5;3;5;5;Plantaginaceae;20;0;10
Uppsala;Söderfors;1;No;Vicia sylvatica;9,375;1;4;4;6;3;Fabaceae;125;0;3
Uppsala;Söderfors;1;No;Viola canina;9,375;1;5;4;3;2;Violaceae;12,5;0;8
Uppsala;Söderfors;1;Yes;Achillea millefolium;36,25;0,4;6;2;5;5;Asteraceae;45;1;3
Uppsala;Söderfors;1;Yes;Anemone nemorosa;36,25;0,4;4;5;4;6;Ranunculaceae;19;-1;1
Uppsala;Söderfors;1;Yes;Anthriscus sylvestris;36,25;0,4;5;5;6;7;Apiaceae;100;-1;1
Uppsala;Söderfors;1;Yes;Cerastium fontanum;36,25;0,4;5;6;6;5;Caryophyllaceae;20;1;1
Uppsala;Söderfors;1;Yes;Fragaria vesca;36,25;0,4;4;4;5;4;Rosaceae;12,5;0;11
Uppsala;Söderfors;1;Yes;Gallium mollugo;36,25;0,4;5;3;5;5;Rubiaceae;65;0;5
Uppsala;Söderfors;1;Yes;Hieracium sect. Vulgata;36,25;0,4;4;4;4;4;Asteraceae;60;0;16
Uppsala;Söderfors;1;Yes;Leucanthemum vulgare;36,25;0,4;6;3;6;4;Asteraceae;45;1;1
Uppsala;Söderfors;1;Yes;Lupinus polyphyllus;36,25;0,4;5;3;2;2;Fabaceae;85;-1;16
Uppsala;Söderfors;1;Yes;Medicago lupulina;36,25;0,4;6;3;7;4;Fabaceae;22,5;1;4
Uppsala;Söderfors;1;Yes;Ranunculus acris subsp. acris;36,25;0,4;5;5;4;7;Ranunculaceae;45;1;2
Uppsala;Söderfors;1;Yes;Ranunculus repens;36,25;0,4;4;7;5;7;Ranunculaceae;30;0;5
Uppsala;Söderfors;1;Yes;Taraxacum;36,25;0,4;NA;NA;NA;NA;Asteraceae;NA;1;2
Uppsala;Söderfors;1;Yes;Trifolium medium;36,25;0,4;5;3;5;3;Fabaceae;27,5;1;16
Uppsala;Söderfors;1;Yes;Tussilago farfara;36,25;0,4;5;6;6;5;Asteraceae;12,5;0;10
Uppsala;Söderfors;1;Yes;Viola canina;36,25;0,4;5;4;3;2;Violaceae;12,5;0;1
Uppsala;Österunda1;1;No;Anemone nemorosa;6,875;0;4;5;4;6;Ranunculaceae;19;-1;5
Uppsala;Österunda1;1;No;Campanula persicifolia;6,875;0;5;3;6;5;Campanulaceae;65;1;4
Uppsala;Österunda1;1;No;Cerastium fontanum;6,875;0;5;6;6;5;Caryophyllaceae;20;1;7
Uppsala;Österunda1;1;No;Cirsium arvense;6,875;0;6;5;5;7;Asteraceae;95;-1;7
Uppsala;Österunda1;1;No;Equisetum arvense;6,875;0;5;4;6;5;Equisetaceae;30;0;16
Uppsala;Österunda1;1;No;Filipendula ulmaria;6,875;0;5;8;5;8;Rosaceae;100;0;4
Uppsala;Österunda1;1;No;Galium verum;6,875;0;6;2;5;4;Rubiaceae;35;1;1
Uppsala;Österunda1;1;No;Hypericum maculatum;6,875;0;5;3;3;5;Hypericaceae;55;1;7
Uppsala;Österunda1;1;No;Leucanthemum vulgare;6,875;0;6;3;6;4;Asteraceae;45;1;8
Uppsala;Österunda1;1;No;Lupinus polyphyllus;6,875;0;5;3;2;2;Fabaceae;85;-1;4
Uppsala;Österunda1;1;No;Medicago lupulina;6,875;0;6;3;7;4;Fabaceae;22,5;1;6
Uppsala;Österunda1;1;No;Potentilla reptans;6,875;0;6;4;7;6;Rosaceae;15;0;2
Uppsala;Österunda1;1;No;Ranunculus acris subsp. acris;6,875;0;5;5;4;7;Ranunculaceae;45;1;3
Uppsala;Österunda1;1;No;Rubus idaeus;6,875;0;5;5;3;6;Rosaceae;125;-1;2
Uppsala;Österunda1;1;No;Scirpus sylvaticus;6,875;0;5;10;6;5;Cyperaceae;75;0;2
Uppsala;Österunda1;1;No;Taraxacum;6,875;0;NA;NA;NA;NA;Asteraceae;NA;1;8
Uppsala;Österunda1;1;No;Trifolium hybridum;6,875;0;6;4;6;4;Fabaceae;35;1;7
Uppsala;Österunda1;1;No;Trifolium medium;6,875;0;5;3;5;3;Fabaceae;27,5;1;2
Uppsala;Österunda1;1;No;Trifolium repens;6,875;0;6;5;6;4;Fabaceae;20;1;2
Uppsala;Österunda1;1;No;Tripleurospermum inodorum;6,875;0;6;5;7;8;Asteraceae;50;0;6
Uppsala;Österunda1;1;No;Tussilago farfara;6,875;0;5;6;6;5;Asteraceae;12,5;0;2
Uppsala;Österunda1;1;No;Veronica chamaedrys;6,875;0;4;4;5;5;Plantaginaceae;20;1;3
Uppsala;Österunda1;1;No;Vicia cracca;6,875;0;5;5;6;3;Fabaceae;60;1;1
Uppsala;Österunda1;1;No;Vicia sepium;6,875;0;3;4;6;4;Fabaceae;45;1;2
Uppsala;Österunda1;1;Yes;Anemone nemorosa;56,25;0,2;4;5;4;6;Ranunculaceae;19;-1;1
Uppsala;Österunda1;1;Yes;Anthriscus sylvestris;56,25;0,2;5;5;6;7;Apiaceae;100;-1;2
Uppsala;Österunda1;1;Yes;Campanula persicifolia;56,25;0,2;5;3;6;5;Campanulaceae;65;1;4
Uppsala;Österunda1;1;Yes;Cerastium fontanum;56,25;0,2;5;6;6;5;Caryophyllaceae;20;1;2
Uppsala;Österunda1;1;Yes;Cirsium arvense;56,25;0,2;6;5;5;7;Asteraceae;95;-1;3
Uppsala;Österunda1;1;Yes;Equisetum arvense;56,25;0,2;5;4;6;5;Equisetaceae;30;0;8
Uppsala;Österunda1;1;Yes;Galium boreale;56,25;0,2;5;5;7;4;Rubiaceae;45;1;4
Uppsala;Österunda1;1;Yes;Hypericum perforatum;56,25;0,2;6;2;5;4;Hypericaceae;50;2;4
Uppsala;Österunda1;1;Yes;Leucanthemum vulgare;56,25;0,2;6;3;6;4;Asteraceae;45;1;1
Uppsala;Österunda1;1;Yes;Lupinus polyphyllus;56,25;0,2;5;3;2;2;Fabaceae;85;-1;16
Uppsala;Österunda1;1;Yes;Potentilla erecta;56,25;0,2;5;6;4;3;Rosaceae;30;1;1
Uppsala;Österunda1;1;Yes;Ranunculus acris subsp. acris;56,25;0,2;5;5;4;7;Ranunculaceae;45;1;7
Uppsala;Österunda1;1;Yes;Rubus idaeus;56,25;0,2;5;5;3;6;Rosaceae;125;-1;5
Uppsala;Österunda1;1;Yes;Scirpus sylvaticus;56,25;0,2;5;10;6;5;Cyperaceae;75;0;1
Uppsala;Österunda1;1;Yes;Taraxacum;56,25;0,2;NA;NA;NA;NA;Asteraceae;NA;1;4
Uppsala;Österunda1;1;Yes;Trifolium medium;56,25;0,2;5;3;5;3;Fabaceae;27,5;1;6
Uppsala;Österunda1;1;Yes;Trifolium repens;56,25;0,2;6;5;6;4;Fabaceae;20;1;1
Uppsala;Österunda1;1;Yes;Tripleurospermum inodorum;56,25;0,2;6;5;7;8;Asteraceae;50;0;3
Uppsala;Österunda1;1;Yes;Tussilago farfara;56,25;0,2;5;6;6;5;Asteraceae;12,5;0;4
Värmland;Bergsviken/Älvsbacka;1;No;Aegopodium podagraria;25,625;2,7375;3;5;6;5;Apiaceae;65;-1;3
Värmland;Bergsviken/Älvsbacka;1;No;Alchemilla vulgaris;25,625;2,7375;NA;NA;NA;NA;Rosaceae;25;1;3
Värmland;Bergsviken/Älvsbacka;1;No;Anthriscus sylvestris;25,625;2,7375;5;5;6;7;Apiaceae;100;-1;12
Värmland;Bergsviken/Älvsbacka;1;No;Cerastium fontanum;25,625;2,7375;5;6;6;5;Caryophyllaceae;20;1;3
Värmland;Bergsviken/Älvsbacka;1;No;Fragaria vesca;25,625;2,7375;4;4;5;4;Rosaceae;12,5;0;3
Värmland;Bergsviken/Älvsbacka;1;No;Geranium sylvaticum;25,625;2,7375;4;5;5;5;Geraniaceae;47,5;0;4
Värmland;Bergsviken/Älvsbacka;1;No;Geum rivale;25,625;2,7375;4;6;6;6;Rosaceae;35;1;2
Värmland;Bergsviken/Älvsbacka;1;No;Moehringia trinervia;25,625;2,7375;3;4;5;6;Caryophyllaceae;25;0;2
Värmland;Bergsviken/Älvsbacka;1;No;Ranunculus acris subsp. acris;25,625;2,7375;5;5;4;7;Ranunculaceae;45;1;8
Värmland;Bergsviken/Älvsbacka;1;No;Trifolium pratense;25,625;2,7375;5;5;6;4;Fabaceae;37,5;1;4
Värmland;Bergsviken/Älvsbacka;1;No;Vicia sepium;25,625;2,7375;3;4;6;4;Fabaceae;45;1;2
Värmland;Bergsviken/Älvsbacka;1;Yes;Achillea millefolium;77,5;2,1;6;2;5;5;Asteraceae;45;1;8
Värmland;Bergsviken/Älvsbacka;1;Yes;Hypericum maculatum;77,5;2,1;5;3;3;5;Hypericaceae;55;1;2
Värmland;Bergsviken/Älvsbacka;1;Yes;Lupinus polyphyllus;77,5;2,1;5;3;2;2;Fabaceae;85;-1;16
Värmland;Bergsviken/Älvsbacka;1;Yes;Ranunculus acris subsp. acris;77,5;2,1;5;5;4;7;Ranunculaceae;45;1;3
Värmland;Flugbohöjden/Ettala;1;No;Achillea millefolium;18,75;2,28125;6;2;5;5;Asteraceae;45;1;7
Värmland;Flugbohöjden/Ettala;1;No;Alchemilla vulgaris;18,75;2,28125;NA;NA;NA;NA;Rosaceae;25;1;5
Värmland;Flugbohöjden/Ettala;1;No;Argentina anserina;18,75;2,28125;7;5;6;5;Rosaceae;10;2;4
Värmland;Flugbohöjden/Ettala;1;No;Calluna vulgaris;18,75;2,28125;5;4;2;2;Ericaceae;42,5;1;5
Värmland;Flugbohöjden/Ettala;1;No;Campanula persicifolia;18,75;2,28125;5;3;6;5;Campanulaceae;65;1;5
Värmland;Flugbohöjden/Ettala;1;No;Carex pallescens;18,75;2,28125;5;5;3;4;Cyperaceae;42,5;1;4
Värmland;Flugbohöjden/Ettala;1;No;Cirsium palustre;18,75;2,28125;6;7;4;5;Asteraceae;150;0;1
Värmland;Flugbohöjden/Ettala;1;No;Hieracium umbellatum;18,75;2,28125;6;3;4;4;Asteraceae;52,5;0;2
Värmland;Flugbohöjden/Ettala;1;No;Lathyrus pratensis;18,75;2,28125;6;5;5;5;Fabaceae;60;1;15
Värmland;Flugbohöjden/Ettala;1;No;Leucanthemum vulgare;18,75;2,28125;6;3;6;4;Asteraceae;45;1;12
Värmland;Flugbohöjden/Ettala;1;No;Lotus corniculatus;18,75;2,28125;6;3;5;3;Fabaceae;40;2;2
Värmland;Flugbohöjden/Ettala;1;No;Luzula multiflora;18,75;2,28125;5;3;4;4;Juncaceae;30;2;10
Värmland;Flugbohöjden/Ettala;1;No;Lychnis flos-cuculi;18,75;2,28125;5;7;5;6;Caryophyllaceae;45;1;5
Värmland;Flugbohöjden/Ettala;1;No;Ranunculus acris subsp. acris;18,75;2,28125;5;5;4;7;Ranunculaceae;45;1;5
Värmland;Flugbohöjden/Ettala;1;No;Rhinanthus minor;18,75;2,28125;5;5;4;2;Orobanchaceae;20;2;5
Värmland;Flugbohöjden/Ettala;1;No;Taraxacum;18,75;2,28125;NA;NA;NA;NA;Asteraceae;NA;1;2
Värmland;Flugbohöjden/Ettala;1;No;Trifolium hybridum;18,75;2,28125;6;4;6;4;Fabaceae;35;1;8
Värmland;Flugbohöjden/Ettala;1;No;Trifolium medium;18,75;2,28125;5;3;5;3;Fabaceae;27,5;1;4
Värmland;Flugbohöjden/Ettala;1;No;Trifolium pratense;18,75;2,28125;5;5;6;4;Fabaceae;37,5;1;9
Värmland;Flugbohöjden/Ettala;1;No;Trifolium repens;18,75;2,28125;6;5;6;4;Fabaceae;20;1;4
Värmland;Flugbohöjden/Ettala;1;No;Trifolium spadiceum;18,75;2,28125;6;5;6;3;Fabaceae;25;2;5
Värmland;Flugbohöjden/Ettala;1;No;Tussilago farfara;18,75;2,28125;5;6;6;5;Asteraceae;12,5;0;10
Värmland;Flugbohöjden/Ettala;1;No;Veronica officinalis;18,75;2,28125;5;3;5;5;Plantaginaceae;20;0;1
Värmland;Flugbohöjden/Ettala;1;Yes;Achillea millefolium;63,75;2,3875;6;2;5;5;Asteraceae;45;1;3
Värmland;Flugbohöjden/Ettala;1;Yes;Argentina anserina;63,75;2,3875;7;5;6;5;Rosaceae;10;2;3
Värmland;Flugbohöjden/Ettala;1;Yes;Lupinus polyphyllus;63,75;2,3875;5;3;2;2;Fabaceae;85;-1;16
Värmland;Flugbohöjden/Ettala;1;Yes;Taraxacum;63,75;2,3875;NA;NA;NA;NA;Asteraceae;NA;1;3
Värmland;Flugbohöjden/Ettala;1;Yes;Viola riviniana;63,75;2,3875;3;5;5;4;Violaceae;15;0;1
Värmland;Gersbysäter/Gersby;1;No;Achillea millefolium;23,75;2,81875;6;2;5;5;Asteraceae;45;1;4
Värmland;Gersbysäter/Gersby;1;No;Aegopodium podagraria;23,75;2,81875;3;5;6;5;Apiaceae;65;-1;2
Värmland;Gersbysäter/Gersby;1;No;Campanula patula;23,75;2,81875;6;3;4;4;Campanulaceae;45;1;2
Värmland;Gersbysäter/Gersby;1;No;Juncus effusus;23,75;2,81875;5;7;4;4;Juncaceae;80;0;1
Värmland;Gersbysäter/Gersby;1;No;Leucanthemum vulgare;23,75;2,81875;6;3;6;4;Asteraceae;45;1;4
Värmland;Gersbysäter/Gersby;1;No;Luzula pilosa;23,75;2,81875;3;4;2;4;Juncaceae;17,5;0;2
Värmland;Gersbysäter/Gersby;1;No;Lychnis flos-cuculi;23,75;2,81875;5;7;5;6;Caryophyllaceae;45;1;1
Värmland;Gersbysäter/Gersby;1;No;Potentilla erecta;23,75;2,81875;5;6;4;3;Rosaceae;30;1;5
Värmland;Gersbysäter/Gersby;1;No;Ranunculus acris subsp. acris;23,75;2,81875;5;5;4;7;Ranunculaceae;45;1;13
Värmland;Gersbysäter/Gersby;1;No;Rumex acetosa;23,75;2,81875;6;5;5;6;Polygonaceae;60;1;3
Värmland;Gersbysäter/Gersby;1;No;Stellaria longifolia;23,75;2,81875;4;5;4;6;Caryophyllaceae;90;0;4
Värmland;Gersbysäter/Gersby;1;No;Taraxacum;23,75;2,81875;NA;NA;NA;NA;Asteraceae;NA;1;5
Värmland;Gersbysäter/Gersby;1;No;Trifolium repens;23,75;2,81875;6;5;6;4;Fabaceae;20;1;3
Värmland;Gersbysäter/Gersby;1;No;Vicia cracca;23,75;2,81875;5;5;6;3;Fabaceae;60;1;2
Värmland;Gersbysäter/Gersby;1;No;Viola canina;23,75;2,81875;5;4;3;2;Violaceae;12,5;0;5
Värmland;Gersbysäter/Gersby;1;No;Viola riviniana;23,75;2,81875;3;5;5;4;Violaceae;15;0;2
Värmland;Gersbysäter/Gersby;1;Yes;Anthriscus sylvestris;63,75;2,7625;5;5;6;7;Apiaceae;100;-1;7
Värmland;Gersbysäter/Gersby;1;Yes;Gallium mollugo;63,75;2,7625;5;3;5;5;Rubiaceae;65;0;3
